"'Version Number'","LOC_Touched","NumberRevisions","NumberBugFix","LOC_Added","MAX_LOC_Added","Chg_Set_Size","Max_Chg_Set","AVG_Chg_Set","Avg_LOC_Added","bugginess"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","113","1","0","226","113","7","7","7","226","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","22","1","0","44","22","7","7","7","44","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","3","1","0","6","3","17","17","17","6","No"
"4.1.0","44","1","0","44","22","8","8","8","44","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","3","1","0","6","3","17","17","17","6","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","3","1","0","2","1","27","27","27","2","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","183","1","0","366","183","10","10","10","366","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","22","1","0","44","22","7","7","7","44","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","3","1","0","6","3","27","27","27","6","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","21","1","0","14","7","27","27","27","14","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","69","1","0","138","69","7","7","7","138","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","4","1","0","0","0","4","4","4","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","378","1","0","756","378","8","8","8","756","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","1","1","0","2","1","17","17","17","2","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","1029","1","0","2058","1029","8","8","8","2058","No"
"4.1.0","6348","1","0","0","0","27","27","27","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","33","1","0","66","33","14","14","14","66","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","3","1","0","6","3","17","17","17","6","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
"4.1.0","0","0","0","0","0","0","0","0","0","No"
